"_time","src_location",conteo
"2025-06-23T21:45:00.000-0300",Bahrain,1
"2025-06-23T21:45:00.000-0300",Bangladesh,7
"2025-06-23T21:45:00.000-0300",Barbados,1
"2025-06-23T21:45:00.000-0300",Belarus,1
"2025-06-23T21:45:00.000-0300",Belgium,1
"2025-06-23T21:45:00.000-0300",Bhutan,1
"2025-06-23T21:45:00.000-0300",Brazil,40
"2025-06-23T21:45:00.000-0300","Brunei Darussalam",1
"2025-06-23T21:45:00.000-0300",Bulgaria,3
"2025-06-23T21:45:00.000-0300","Burkina Faso",1
"2025-06-23T21:45:00.000-0300","CTe D Ivoire",2
"2025-06-23T21:45:00.000-0300",Cambodia,2
"2025-06-23T21:45:00.000-0300",Canada,10
"2025-06-23T21:45:00.000-0300",Chile,2
"2025-06-23T21:45:00.000-0300",China,21
"2025-06-23T21:45:00.000-0300",Colombia,4
"2025-06-23T21:45:00.000-0300","Costa Rica",2
"2025-06-23T21:45:00.000-0300","Czech Republic",1
"2025-06-23T21:45:00.000-0300","Dominican Republic",2
"2025-06-23T21:45:00.000-0300",Ecuador,2
"2025-06-23T21:45:00.000-0300",Egypt,1
"2025-06-23T21:45:00.000-0300",Estonia,1
"2025-06-23T21:45:00.000-0300",Finland,1
"2025-06-23T21:45:00.000-0300",France,14
"2025-06-23T21:45:00.000-0300","French Polynesia",1
"2025-06-23T21:45:00.000-0300",Georgia,2
"2025-06-23T21:45:00.000-0300",Germany,18
"2025-06-23T21:45:00.000-0300",Ghana,2
"2025-06-23T21:45:00.000-0300",Greece,1
"2025-06-23T21:45:00.000-0300",Grenada,1
"2025-06-23T21:45:00.000-0300",Guatemala,1
"2025-06-23T21:45:00.000-0300",Guyana,1
"2025-06-23T21:45:00.000-0300",Honduras,1
"2025-06-23T21:45:00.000-0300","Hong Kong",6
"2025-06-23T21:45:00.000-0300",Iceland,1
"2025-06-23T21:45:00.000-0300",India,24
"2025-06-23T21:45:00.000-0300",Indonesia,4
"2025-06-23T21:45:00.000-0300",Iraq,7
"2025-06-23T21:45:00.000-0300",Ireland,3
"2025-06-23T21:45:00.000-0300",Israel,4
"2025-06-23T21:45:00.000-0300",Italy,7
"2025-06-23T21:45:00.000-0300",Japan,10
"2025-06-23T21:45:00.000-0300",Jordan,1
"2025-06-23T21:45:00.000-0300",Kazakhstan,1
"2025-06-23T21:45:00.000-0300",Kenya,3
"2025-06-23T21:45:00.000-0300","Korea Republic Of",3
"2025-06-23T21:45:00.000-0300",Kuwait,3
"2025-06-23T21:45:00.000-0300","Lao Peoples Democratic Republic",1
"2025-06-23T21:45:00.000-0300",Latvia,1
"2025-06-23T21:45:00.000-0300",Lebanon,1
"2025-06-23T21:45:00.000-0300",Lithuania,1
"2025-06-23T21:45:00.000-0300",Luxembourg,1
"2025-06-23T21:45:00.000-0300",Madagascar,1
"2025-06-23T21:45:00.000-0300",Malaysia,6
"2025-06-23T21:45:00.000-0300",Maldives,1
"2025-06-23T21:45:00.000-0300",Mauritius,2
"2025-06-23T21:45:00.000-0300",Mexico,4
"2025-06-23T21:45:00.000-0300","Moldova Republic Of",1
"2025-06-23T21:45:00.000-0300",Mongolia,2
"2025-06-23T21:45:00.000-0300",Nepal,6
"2025-06-23T21:45:00.000-0300",Netherlands,6
"2025-06-23T21:45:00.000-0300","New Caledonia",1
"2025-06-23T21:45:00.000-0300","New Zealand",1
"2025-06-23T21:45:00.000-0300",Nigeria,1
"2025-06-23T21:45:00.000-0300",Norway,1
"2025-06-23T21:45:00.000-0300",Oman,2
"2025-06-23T21:45:00.000-0300",PS,1
"2025-06-23T21:45:00.000-0300",Pakistan,5
"2025-06-23T21:45:00.000-0300",Paraguay,1
"2025-06-23T21:45:00.000-0300",Peru,2
"2025-06-23T21:45:00.000-0300",Philippines,9
"2025-06-23T21:45:00.000-0300",Poland,3
"2025-06-23T21:45:00.000-0300",Portugal,1
"2025-06-23T21:45:00.000-0300","Puerto Rico",1
"2025-06-23T21:45:00.000-0300",Qatar,2
"2025-06-23T21:45:00.000-0300",RUnion,1
"2025-06-23T21:45:00.000-0300",Romania,2
"2025-06-23T21:45:00.000-0300","Russian Federation",5
"2025-06-23T21:45:00.000-0300","Saudi Arabia",4
"2025-06-23T21:45:00.000-0300",Senegal,1
"2025-06-23T21:45:00.000-0300",Singapore,74
"2025-06-23T21:45:00.000-0300",Slovakia,1
"2025-06-23T21:45:00.000-0300","South Africa",5
"2025-06-23T21:45:00.000-0300",Spain,3
"2025-06-23T21:45:00.000-0300","Sri Lanka",1
"2025-06-23T21:45:00.000-0300",Sweden,2
"2025-06-23T21:45:00.000-0300",Switzerland,2
"2025-06-23T21:45:00.000-0300",Taiwan,2
"2025-06-23T21:45:00.000-0300","Tanzania United Republic Of",2
"2025-06-23T21:45:00.000-0300",Thailand,4
"2025-06-23T21:45:00.000-0300","Trinidad And Tobago",1
"2025-06-23T21:45:00.000-0300",Tunisia,1
"2025-06-23T21:45:00.000-0300",Turkey,4
"2025-06-23T21:45:00.000-0300",Uganda,1
"2025-06-23T21:45:00.000-0300",Ukraine,1
"2025-06-23T21:45:00.000-0300","United Arab Emirates",1
"2025-06-23T21:45:00.000-0300","United Kingdom",15
"2025-06-23T21:45:00.000-0300","United States",280
"2025-06-23T21:45:00.000-0300",Uruguay,1
"2025-06-23T21:45:00.000-0300","Viet Nam",3
"2025-06-23T22:00:00.000-0300",Argentina,48
"2025-06-23T22:00:00.000-0300",Brazil,3
"2025-06-23T22:00:00.000-0300",China,2
"2025-06-23T22:00:00.000-0300",Colombia,1
"2025-06-23T22:00:00.000-0300","European Union",1
"2025-06-23T22:00:00.000-0300",France,11
"2025-06-23T22:00:00.000-0300",Germany,1
"2025-06-23T22:00:00.000-0300",Norway,1
"2025-06-23T22:00:00.000-0300",Paraguay,1
"2025-06-23T22:00:00.000-0300",Peru,2
"2025-06-23T22:00:00.000-0300",Singapore,17
"2025-06-23T22:00:00.000-0300","United Kingdom",2
"2025-06-23T22:00:00.000-0300","United States",44
"2025-06-23T22:15:00.000-0300",Argentina,40
"2025-06-23T22:15:00.000-0300",Brazil,2
"2025-06-23T22:15:00.000-0300",Bulgaria,1
"2025-06-23T22:15:00.000-0300",Canada,11
"2025-06-23T22:15:00.000-0300",France,11
"2025-06-23T22:15:00.000-0300","Hong Kong",2
"2025-06-23T22:15:00.000-0300",Norway,1
"2025-06-23T22:15:00.000-0300",Paraguay,1
"2025-06-23T22:15:00.000-0300","Russian Federation",1
"2025-06-23T22:15:00.000-0300",Singapore,3
"2025-06-23T22:15:00.000-0300","United Kingdom",3
"2025-06-23T22:15:00.000-0300","United States",52
"2025-06-23T22:30:00.000-0300",Argentina,37
"2025-06-23T22:30:00.000-0300",Brazil,2
"2025-06-23T22:30:00.000-0300",Canada,20
"2025-06-23T22:30:00.000-0300",France,12
"2025-06-23T22:30:00.000-0300",Mexico,1
"2025-06-23T22:30:00.000-0300",Singapore,5
"2025-06-23T22:30:00.000-0300","United Kingdom",1
"2025-06-23T22:30:00.000-0300","United States",53
"2025-06-23T22:30:00.000-0300",Uruguay,1
"2025-06-23T22:30:00.000-0300","Viet Nam",1
"2025-06-23T22:45:00.000-0300",Argentina,38
"2025-06-23T22:45:00.000-0300",Brazil,2
"2025-06-23T22:45:00.000-0300",Bulgaria,1
"2025-06-23T22:45:00.000-0300",Canada,1
"2025-06-23T22:45:00.000-0300",Chile,2
"2025-06-23T22:45:00.000-0300",France,1
"2025-06-23T22:45:00.000-0300","Hong Kong",1
"2025-06-23T22:45:00.000-0300",India,1
"2025-06-23T22:45:00.000-0300","Russian Federation",1
"2025-06-23T22:45:00.000-0300",Singapore,67
"2025-06-23T22:45:00.000-0300","United Kingdom",2
"2025-06-23T22:45:00.000-0300","United States",67
"2025-06-23T22:45:00.000-0300","Viet Nam",1
"2025-06-23T23:00:00.000-0300",Argentina,35
"2025-06-23T23:00:00.000-0300",Brazil,2
"2025-06-23T23:00:00.000-0300",Chile,1
"2025-06-23T23:00:00.000-0300",Ecuador,1
"2025-06-23T23:00:00.000-0300","European Union",1
"2025-06-23T23:00:00.000-0300",Ireland,1
"2025-06-23T23:00:00.000-0300",Singapore,24
"2025-06-23T23:00:00.000-0300","United Kingdom",2
"2025-06-23T23:00:00.000-0300","United States",50
"2025-06-23T23:15:00.000-0300",Argentina,35
"2025-06-23T23:15:00.000-0300",Brazil,2
"2025-06-23T23:15:00.000-0300",Bulgaria,1
"2025-06-23T23:15:00.000-0300",France,10
"2025-06-23T23:15:00.000-0300",Germany,1
"2025-06-23T23:15:00.000-0300",Singapore,1
"2025-06-23T23:15:00.000-0300","United States",40
"2025-06-23T23:30:00.000-0300",Argentina,28
"2025-06-23T23:30:00.000-0300",Brazil,2
"2025-06-23T23:30:00.000-0300",Canada,1
"2025-06-23T23:30:00.000-0300",Chile,1
"2025-06-23T23:30:00.000-0300",France,12
"2025-06-23T23:30:00.000-0300","New Zealand",1
"2025-06-23T23:30:00.000-0300",Singapore,5
"2025-06-23T23:30:00.000-0300","United Kingdom",1
"2025-06-23T23:30:00.000-0300","United States",57
"2025-06-23T23:30:00.000-0300",Uruguay,1
"2025-06-23T23:45:00.000-0300",Argentina,23
"2025-06-23T23:45:00.000-0300",Austria,1
"2025-06-23T23:45:00.000-0300",Brazil,4
"2025-06-23T23:45:00.000-0300",Bulgaria,1
"2025-06-23T23:45:00.000-0300",Canada,21
"2025-06-23T23:45:00.000-0300",France,13
"2025-06-23T23:45:00.000-0300",Germany,2
"2025-06-23T23:45:00.000-0300",Italy,3
"2025-06-23T23:45:00.000-0300",Japan,1
"2025-06-23T23:45:00.000-0300",Latvia,1
"2025-06-23T23:45:00.000-0300",Lithuania,1
"2025-06-23T23:45:00.000-0300",Mexico,1
"2025-06-23T23:45:00.000-0300",Netherlands,2
"2025-06-23T23:45:00.000-0300",Seychelles,1
"2025-06-23T23:45:00.000-0300",Singapore,67
"2025-06-23T23:45:00.000-0300","United Kingdom",11
"2025-06-23T23:45:00.000-0300","United States",66
"2025-06-24T00:00:00.000-0300",Argentina,29
"2025-06-24T00:00:00.000-0300",Brazil,2
"2025-06-24T00:00:00.000-0300",Canada,21
"2025-06-24T00:00:00.000-0300",France,10
"2025-06-24T00:00:00.000-0300",Germany,1
"2025-06-24T00:00:00.000-0300",Netherlands,1
"2025-06-24T00:00:00.000-0300",Singapore,24
"2025-06-24T00:00:00.000-0300","United Kingdom",4
"2025-06-24T00:00:00.000-0300","United States",63
"2025-06-24T00:15:00.000-0300",Argentina,29
"2025-06-24T00:15:00.000-0300",Brazil,2
"2025-06-24T00:15:00.000-0300",Bulgaria,1
"2025-06-24T00:15:00.000-0300",Canada,20
"2025-06-24T00:15:00.000-0300",France,1
"2025-06-24T00:15:00.000-0300",Mexico,1
"2025-06-24T00:15:00.000-0300",Singapore,2
"2025-06-24T00:15:00.000-0300","United Kingdom",1
"2025-06-24T00:15:00.000-0300","United States",77
"2025-06-24T00:15:00.000-0300",Uruguay,1
"2025-06-24T00:30:00.000-0300",Algeria,1
"2025-06-24T00:30:00.000-0300",Argentina,25
"2025-06-24T00:30:00.000-0300",Austria,1
"2025-06-24T00:30:00.000-0300",Brazil,2
"2025-06-24T00:30:00.000-0300",Canada,19
"2025-06-24T00:30:00.000-0300",Colombia,1
"2025-06-24T00:30:00.000-0300",Denmark,1
"2025-06-24T00:30:00.000-0300",France,3
"2025-06-24T00:30:00.000-0300",Germany,1
"2025-06-24T00:30:00.000-0300","Hong Kong",2
"2025-06-24T00:30:00.000-0300",Ireland,1
"2025-06-24T00:30:00.000-0300","Korea Republic Of",1
"2025-06-24T00:30:00.000-0300",Singapore,6
"2025-06-24T00:30:00.000-0300",Sweden,1
"2025-06-24T00:30:00.000-0300","United Kingdom",2
"2025-06-24T00:30:00.000-0300","United States",84
"2025-06-24T00:45:00.000-0300",Argentina,19
"2025-06-24T00:45:00.000-0300",Brazil,2
"2025-06-24T00:45:00.000-0300",Bulgaria,1
"2025-06-24T00:45:00.000-0300",Canada,19
"2025-06-24T00:45:00.000-0300",Chile,1
"2025-06-24T00:45:00.000-0300",France,11
"2025-06-24T00:45:00.000-0300","Hong Kong",1
"2025-06-24T00:45:00.000-0300",India,2
"2025-06-24T00:45:00.000-0300",Singapore,72
"2025-06-24T00:45:00.000-0300",Sweden,1
"2025-06-24T00:45:00.000-0300","United Kingdom",2
"2025-06-24T00:45:00.000-0300","United States",63
"2025-06-24T01:00:00.000-0300",Argentina,17
"2025-06-24T01:00:00.000-0300",Brazil,2
"2025-06-24T01:00:00.000-0300",Canada,19
"2025-06-24T01:00:00.000-0300",France,12
"2025-06-24T01:00:00.000-0300",Peru,1
"2025-06-24T01:00:00.000-0300",Singapore,23
"2025-06-24T01:00:00.000-0300","United Kingdom",1
"2025-06-24T01:00:00.000-0300","United States",48
"2025-06-24T01:15:00.000-0300",Argentina,15
"2025-06-24T01:15:00.000-0300",Brazil,2
"2025-06-24T01:15:00.000-0300",Bulgaria,1
"2025-06-24T01:15:00.000-0300",Canada,20
"2025-06-24T01:15:00.000-0300",Germany,2
"2025-06-24T01:15:00.000-0300",Mauritius,1
"2025-06-24T01:15:00.000-0300",Peru,1
"2025-06-24T01:15:00.000-0300",Singapore,3
"2025-06-24T01:15:00.000-0300","United Kingdom",2
"2025-06-24T01:15:00.000-0300","United States",41
"2025-06-24T01:30:00.000-0300",Argentina,9
"2025-06-24T01:30:00.000-0300",Brazil,2
"2025-06-24T01:30:00.000-0300",Canada,18
"2025-06-24T01:30:00.000-0300",France,1
"2025-06-24T01:30:00.000-0300",Paraguay,1
"2025-06-24T01:30:00.000-0300",Singapore,3
"2025-06-24T01:30:00.000-0300","United States",56
"2025-06-24T01:45:00.000-0300",Argentina,10
"2025-06-24T01:45:00.000-0300",Brazil,2
"2025-06-24T01:45:00.000-0300",Bulgaria,1
"2025-06-24T01:45:00.000-0300",Canada,19
"2025-06-24T01:45:00.000-0300",France,10
"2025-06-24T01:45:00.000-0300","Hong Kong",1
"2025-06-24T01:45:00.000-0300","Russian Federation",4
"2025-06-24T01:45:00.000-0300",Singapore,61
"2025-06-24T01:45:00.000-0300","United Kingdom",1
"2025-06-24T01:45:00.000-0300","United States",32
"2025-06-24T02:00:00.000-0300",Argentina,13
"2025-06-24T02:00:00.000-0300",Brazil,2
"2025-06-24T02:00:00.000-0300",Canada,19
"2025-06-24T02:00:00.000-0300","Dominican Republic",1
"2025-06-24T02:00:00.000-0300",France,5
"2025-06-24T02:00:00.000-0300",India,1
"2025-06-24T02:00:00.000-0300",Seychelles,1
"2025-06-24T02:00:00.000-0300",Singapore,16
"2025-06-24T02:00:00.000-0300","United States",70
"2025-06-24T02:15:00.000-0300",Argentina,9
"2025-06-24T02:15:00.000-0300",Bangladesh,1
"2025-06-24T02:15:00.000-0300",Brazil,2
"2025-06-24T02:15:00.000-0300",Bulgaria,1
"2025-06-24T02:15:00.000-0300",Canada,20
"2025-06-24T02:15:00.000-0300",Germany,1
"2025-06-24T02:15:00.000-0300",Portugal,1
"2025-06-24T02:15:00.000-0300","Russian Federation",1
"2025-06-24T02:15:00.000-0300",Singapore,3
"2025-06-24T02:15:00.000-0300",Switzerland,1
"2025-06-24T02:15:00.000-0300","United States",37
"2025-06-24T02:30:00.000-0300",Argentina,9
"2025-06-24T02:30:00.000-0300",Brazil,2
"2025-06-24T02:30:00.000-0300",Canada,20
"2025-06-24T02:30:00.000-0300",Finland,1
"2025-06-24T02:30:00.000-0300",France,10
"2025-06-24T02:30:00.000-0300",Germany,2
"2025-06-24T02:30:00.000-0300",Singapore,4
"2025-06-24T02:30:00.000-0300","United States",48
"2025-06-24T02:30:00.000-0300",Uruguay,1
"2025-06-24T02:45:00.000-0300",Argentina,11
"2025-06-24T02:45:00.000-0300",Brazil,2
"2025-06-24T02:45:00.000-0300",Bulgaria,1
"2025-06-24T02:45:00.000-0300",Canada,20
"2025-06-24T02:45:00.000-0300",China,1
"2025-06-24T02:45:00.000-0300",Colombia,1
"2025-06-24T02:45:00.000-0300",Finland,1
"2025-06-24T02:45:00.000-0300",France,12
"2025-06-24T02:45:00.000-0300",Lithuania,1
"2025-06-24T02:45:00.000-0300",Mexico,1
"2025-06-24T02:45:00.000-0300",Singapore,58
"2025-06-24T02:45:00.000-0300","United States",60
"2025-06-24T03:00:00.000-0300",Argentina,13
"2025-06-24T03:00:00.000-0300",Brazil,2
"2025-06-24T03:00:00.000-0300",Canada,1
"2025-06-24T03:00:00.000-0300",China,1
"2025-06-24T03:00:00.000-0300",France,12
"2025-06-24T03:00:00.000-0300","Hong Kong",1
"2025-06-24T03:00:00.000-0300",Singapore,26
"2025-06-24T03:00:00.000-0300","United States",24
"2025-06-24T03:15:00.000-0300",Argentina,10
"2025-06-24T03:15:00.000-0300",Brazil,2
"2025-06-24T03:15:00.000-0300",Bulgaria,1
"2025-06-24T03:15:00.000-0300",France,12
"2025-06-24T03:15:00.000-0300",Honduras,1
"2025-06-24T03:15:00.000-0300",Singapore,4
"2025-06-24T03:15:00.000-0300","United States",57
"2025-06-24T03:30:00.000-0300",Argentina,4
"2025-06-24T03:30:00.000-0300",Austria,1
"2025-06-24T03:30:00.000-0300",Brazil,2
"2025-06-24T03:30:00.000-0300",China,2
"2025-06-24T03:30:00.000-0300",France,10
"2025-06-24T03:30:00.000-0300",Germany,1
"2025-06-24T03:30:00.000-0300",Singapore,8
"2025-06-24T03:30:00.000-0300","United States",43
"2025-06-24T03:45:00.000-0300",Argentina,7
"2025-06-24T03:45:00.000-0300",Austria,1
"2025-06-24T03:45:00.000-0300",Bangladesh,1
"2025-06-24T03:45:00.000-0300",Brazil,5
"2025-06-24T03:45:00.000-0300",Bulgaria,1
"2025-06-24T03:45:00.000-0300",China,5
"2025-06-24T03:45:00.000-0300",Finland,1
"2025-06-24T03:45:00.000-0300",France,1
"2025-06-24T03:45:00.000-0300",Germany,1
"2025-06-24T03:45:00.000-0300","Hong Kong",4
"2025-06-24T03:45:00.000-0300",India,3
"2025-06-24T03:45:00.000-0300",Iraq,1
"2025-06-24T03:45:00.000-0300",Israel,1
"2025-06-24T03:45:00.000-0300",Macao,1
"2025-06-24T03:45:00.000-0300",Malaysia,1
"2025-06-24T03:45:00.000-0300",Maldives,1
"2025-06-24T03:45:00.000-0300",Mexico,1
"2025-06-24T03:45:00.000-0300",Nepal,1
"2025-06-24T03:45:00.000-0300",Netherlands,1
"2025-06-24T03:45:00.000-0300",Singapore,59
"2025-06-24T03:45:00.000-0300","United Kingdom",4
"2025-06-24T03:45:00.000-0300","United States",62
"2025-06-24T03:45:00.000-0300",Uruguay,1
"2025-06-24T04:00:00.000-0300",Albania,1
"2025-06-24T04:00:00.000-0300",Algeria,3
"2025-06-24T04:00:00.000-0300",Angola,1
"2025-06-24T04:00:00.000-0300",Argentina,14
"2025-06-24T04:00:00.000-0300",Armenia,1
"2025-06-24T04:00:00.000-0300",Australia,7
"2025-06-24T04:00:00.000-0300",Austria,1
"2025-06-24T04:00:00.000-0300",Azerbaijan,1
"2025-06-24T04:00:00.000-0300",Bahrain,2
"2025-06-24T04:00:00.000-0300",Bangladesh,6
"2025-06-24T04:00:00.000-0300",Barbados,1
"2025-06-24T04:00:00.000-0300",Belarus,1
"2025-06-24T04:00:00.000-0300",Belgium,1
"2025-06-24T04:00:00.000-0300",Bhutan,1
"2025-06-24T04:00:00.000-0300",Brazil,40
"2025-06-24T04:00:00.000-0300","Brunei Darussalam",1
"2025-06-24T04:00:00.000-0300",Bulgaria,2
"2025-06-24T04:00:00.000-0300","Burkina Faso",1
"2025-06-24T04:00:00.000-0300","CTe D Ivoire",2
"2025-06-24T04:00:00.000-0300",Cambodia,3
"2025-06-24T04:00:00.000-0300",Canada,30
"2025-06-24T04:00:00.000-0300",Chile,2
"2025-06-24T04:00:00.000-0300",China,25
"2025-06-24T04:00:00.000-0300",Colombia,4
"2025-06-24T04:00:00.000-0300","Costa Rica",2
"2025-06-24T04:00:00.000-0300","Dominican Republic",2
"2025-06-24T04:00:00.000-0300",Ecuador,2
"2025-06-24T04:00:00.000-0300",Egypt,1
"2025-06-24T04:00:00.000-0300",Estonia,1
"2025-06-24T04:00:00.000-0300",France,24
"2025-06-24T04:00:00.000-0300","French Polynesia",1
"2025-06-24T04:00:00.000-0300",Georgia,2
"2025-06-24T04:00:00.000-0300",Germany,19
"2025-06-24T04:00:00.000-0300",Ghana,2
"2025-06-24T04:00:00.000-0300",Greece,1
"2025-06-24T04:00:00.000-0300",Grenada,1
"2025-06-24T04:00:00.000-0300",Guatemala,2
"2025-06-24T04:00:00.000-0300",Guyana,1
"2025-06-24T04:00:00.000-0300",Honduras,1
"2025-06-24T04:00:00.000-0300","Hong Kong",7
"2025-06-24T04:00:00.000-0300",Iceland,1
"2025-06-24T04:00:00.000-0300",India,24
"2025-06-24T04:00:00.000-0300",Indonesia,4
"2025-06-24T04:00:00.000-0300",Iraq,5
"2025-06-24T04:00:00.000-0300",Ireland,4
"2025-06-24T04:00:00.000-0300",Israel,4
"2025-06-24T04:00:00.000-0300",Italy,8
"2025-06-24T04:00:00.000-0300",Japan,11
"2025-06-24T04:00:00.000-0300",Jordan,3
"2025-06-24T04:00:00.000-0300",Kazakhstan,1
"2025-06-24T04:00:00.000-0300",Kenya,3
"2025-06-24T04:00:00.000-0300","Korea Republic Of",3
"2025-06-24T04:00:00.000-0300",Kuwait,3
"2025-06-24T04:00:00.000-0300","Lao Peoples Democratic Republic",1
"2025-06-24T04:00:00.000-0300",Latvia,1
"2025-06-24T04:00:00.000-0300",Lebanon,1
"2025-06-24T04:00:00.000-0300",Lithuania,1
"2025-06-24T04:00:00.000-0300",Luxembourg,1
"2025-06-24T04:00:00.000-0300",Madagascar,1
"2025-06-24T04:00:00.000-0300",Malaysia,5
"2025-06-24T04:00:00.000-0300",Maldives,1
"2025-06-24T04:00:00.000-0300",Mauritius,2
"2025-06-24T04:00:00.000-0300",Mexico,4
"2025-06-24T04:00:00.000-0300","Moldova Republic Of",1
"2025-06-24T04:00:00.000-0300",Mongolia,2
"2025-06-24T04:00:00.000-0300",Nepal,5
"2025-06-24T04:00:00.000-0300",Netherlands,5
"2025-06-24T04:00:00.000-0300","New Caledonia",1
"2025-06-24T04:00:00.000-0300","New Zealand",1
"2025-06-24T04:00:00.000-0300",Nigeria,1
"2025-06-24T04:00:00.000-0300",Norway,1
"2025-06-24T04:00:00.000-0300",Oman,2
"2025-06-24T04:00:00.000-0300",PS,1
"2025-06-24T04:00:00.000-0300",Pakistan,5
"2025-06-24T04:00:00.000-0300",Peru,2
"2025-06-24T04:00:00.000-0300",Philippines,9
"2025-06-24T04:00:00.000-0300",Poland,3
"2025-06-24T04:00:00.000-0300",Portugal,1
"2025-06-24T04:00:00.000-0300","Puerto Rico",1
"2025-06-24T04:00:00.000-0300",Qatar,2
"2025-06-24T04:00:00.000-0300",RUnion,1
"2025-06-24T04:00:00.000-0300",Romania,2
"2025-06-24T04:00:00.000-0300","Russian Federation",8
"2025-06-24T04:00:00.000-0300","Saudi Arabia",4
"2025-06-24T04:00:00.000-0300",Senegal,1
"2025-06-24T04:00:00.000-0300",Singapore,29
"2025-06-24T04:00:00.000-0300",Slovakia,1
"2025-06-24T04:00:00.000-0300","South Africa",5
"2025-06-24T04:00:00.000-0300",Spain,3
"2025-06-24T04:00:00.000-0300","Sri Lanka",1
"2025-06-24T04:00:00.000-0300",Sweden,2
"2025-06-24T04:00:00.000-0300",Switzerland,3
"2025-06-24T04:00:00.000-0300",Taiwan,3
"2025-06-24T04:00:00.000-0300","Tanzania United Republic Of",2
"2025-06-24T04:00:00.000-0300",Thailand,4
"2025-06-24T04:00:00.000-0300","Trinidad And Tobago",1
"2025-06-24T04:00:00.000-0300",Tunisia,1
"2025-06-24T04:00:00.000-0300",Turkey,4
"2025-06-24T04:00:00.000-0300",Uganda,1
"2025-06-24T04:00:00.000-0300","United Arab Emirates",1
"2025-06-24T04:00:00.000-0300","United Kingdom",14
"2025-06-24T04:00:00.000-0300","United States",313
"2025-06-24T04:00:00.000-0300","Viet Nam",3
"2025-06-24T04:15:00.000-0300",Argentina,7
"2025-06-24T04:15:00.000-0300",Brazil,2
"2025-06-24T04:15:00.000-0300",Bulgaria,1
"2025-06-24T04:15:00.000-0300",Canada,20
"2025-06-24T04:15:00.000-0300",France,12
"2025-06-24T04:15:00.000-0300",Guatemala,1
"2025-06-24T04:15:00.000-0300",India,1
"2025-06-24T04:15:00.000-0300",Mexico,1
"2025-06-24T04:15:00.000-0300",Singapore,4
"2025-06-24T04:15:00.000-0300","United States",95
"2025-06-24T04:30:00.000-0300",Argentina,6
"2025-06-24T04:30:00.000-0300",Brazil,2
"2025-06-24T04:30:00.000-0300",Canada,23
"2025-06-24T04:30:00.000-0300","Hong Kong",1
"2025-06-24T04:30:00.000-0300","Russian Federation",2
"2025-06-24T04:30:00.000-0300",Singapore,6
"2025-06-24T04:30:00.000-0300","Trinidad And Tobago",1
"2025-06-24T04:30:00.000-0300","United States",24
"2025-06-24T04:45:00.000-0300",Argentina,7
"2025-06-24T04:45:00.000-0300",Barbados,1
"2025-06-24T04:45:00.000-0300",Brazil,2
"2025-06-24T04:45:00.000-0300",Bulgaria,1
"2025-06-24T04:45:00.000-0300",Canada,20
"2025-06-24T04:45:00.000-0300",France,1
"2025-06-24T04:45:00.000-0300","Hong Kong",2
"2025-06-24T04:45:00.000-0300",Poland,1
"2025-06-24T04:45:00.000-0300",Singapore,69
"2025-06-24T04:45:00.000-0300","United Kingdom",1
"2025-06-24T04:45:00.000-0300","United States",67
"2025-06-24T05:00:00.000-0300",Argentina,10
"2025-06-24T05:00:00.000-0300",Belgium,1
"2025-06-24T05:00:00.000-0300",Brazil,2
"2025-06-24T05:00:00.000-0300",Canada,1
"2025-06-24T05:00:00.000-0300",China,2
"2025-06-24T05:00:00.000-0300",France,7
"2025-06-24T05:00:00.000-0300",Mexico,1
"2025-06-24T05:00:00.000-0300",Netherlands,1
"2025-06-24T05:00:00.000-0300",Singapore,16
"2025-06-24T05:00:00.000-0300","United States",23
"2025-06-24T05:15:00.000-0300",Argentina,10
"2025-06-24T05:15:00.000-0300",Brazil,3
"2025-06-24T05:15:00.000-0300",Bulgaria,1
"2025-06-24T05:15:00.000-0300",Germany,3
"2025-06-24T05:15:00.000-0300",Singapore,5
"2025-06-24T05:15:00.000-0300",Switzerland,1
"2025-06-24T05:15:00.000-0300","United States",45
"2025-06-24T05:30:00.000-0300",Argentina,10
"2025-06-24T05:30:00.000-0300",Brazil,2
"2025-06-24T05:30:00.000-0300",China,1
"2025-06-24T05:30:00.000-0300",Croatia,1
"2025-06-24T05:30:00.000-0300",France,1
"2025-06-24T05:30:00.000-0300","Hong Kong",2
"2025-06-24T05:30:00.000-0300",India,2
"2025-06-24T05:30:00.000-0300","Korea Republic Of",1
"2025-06-24T05:30:00.000-0300","Russian Federation",2
"2025-06-24T05:30:00.000-0300",Singapore,4
"2025-06-24T05:30:00.000-0300","United Kingdom",2
"2025-06-24T05:30:00.000-0300","United States",40
"2025-06-24T05:45:00.000-0300",Argentina,15
"2025-06-24T05:45:00.000-0300",Brazil,4
"2025-06-24T05:45:00.000-0300",Bulgaria,1
"2025-06-24T05:45:00.000-0300",France,12
"2025-06-24T05:45:00.000-0300",India,1
"2025-06-24T05:45:00.000-0300",Italy,1
"2025-06-24T05:45:00.000-0300",Lithuania,1
"2025-06-24T05:45:00.000-0300",Singapore,65
"2025-06-24T05:45:00.000-0300","United Kingdom",3
"2025-06-24T05:45:00.000-0300","United States",65
"2025-06-24T05:45:00.000-0300",Uruguay,1
"2025-06-24T06:00:00.000-0300",Argentina,19
"2025-06-24T06:00:00.000-0300",Brazil,2
"2025-06-24T06:00:00.000-0300",Canada,20
